"","Site","Year","Month","Avg_Temp_C","LocalityName","Region","LocalityCode"
"354",17,2008,1,-1.92903225806452,"Selbu_Sl","Trøndelag","SLB"
"355",18,2008,1,-0.183870967741935,"Maarud 1","Hedmark","M1B"
"356",19,2008,1,-0.693548387096774,"Nes 2","Hedmark","OLB"
"357",20,2008,1,-1.44838709677419,"Kongsvinger 2","Hedmark","JCDB"
"358",21,2008,1,-3.35161290322581,"Notodden5","Telemark","5NOB"
"359",22,2008,1,-2.07741935483871,"Fritsøe1","Telemark","1FRB"
"360",23,2008,1,-2.93870967741935,"Notodden4","Telemark","4NOB"
"361",24,2008,1,-0.948387096774194,"verdal_2VB","Trøndelag","2VBB"
"362",25,2008,1,-0.732258064516129,"Truls Holm","Hedmark","THB"
"363",26,2008,1,-0.196774193548387,"Drangedal1","Telemark","1DRB"
"364",27,2008,1,-1.80967741935484,"Furesdal","Telemark","1FYB"
"365",28,2008,1,-1.23548387096774,"Sub_Namdalseid","Trøndelag","1SB"
"366",29,2008,1,-0.867741935483871,"Malvik","Trøndelag","MAB"
"367",30,2008,1,-0.583870967741935,"Drangedal4","Telemark","4DRB"
"368",31,2008,1,0.654838709677419,"Nome_Cappelen1","Telemark","1CAB"
"369",32,2008,1,-1.06774193548387,"ingen","Trøndelag","1RB"
"370",33,2008,1,-2.04516129032258,"Singsås","Trøndelag","LAB"
"371",34,2008,1,-0.17741935483871,"Stangeskovene Aurskog","Hedmark","SSAB"
"372",35,2008,1,-2.10645161290323,"Hi_tydal","Trøndelag","HIB"
"373",36,2008,1,-2.9,"Notodden3","Telemark","3NOB"
"374",37,2008,1,-0.648387096774193,"Drangedal3","Telemark","3DRB"
"375",38,2008,1,-1.6741935483871,"steinkjer_1BBb","Trøndelag","1BBB"
"376",39,2008,1,-1.00967741935484,"Selbu_Flub","Trøndelag","FLB"
"377",40,2008,1,-0.119354838709677,"Stangeskovene Eidskog","Hedmark","SSBB"
"378",41,2008,1,-1.23225806451613,"Maarud 3","Hedmark","M3B"
"379",42,2008,1,-0.912903225806452,"Fritsøe2","Telemark","2FRB"
"380",43,2008,1,-2.29354838709677,"Notodden1","Telemark","1NOB"
"381",44,2008,1,-3.53870967741935,"Kviteseid3","Telemark","3KVB"
"382",45,2008,1,-1.08709677419355,"verdal_1vb","Trøndelag","1VBB"
"383",46,2008,1,0.0129032258064516,"Sørum 1","Hedmark","SKB"
"384",47,2008,1,-1.65483870967742,"steinkjer_2BBb","Trøndelag","2BBB"
"385",0,2009,1,-3.92903225806452,"Stig Dæhlen","Hedmark","SDB"
"386",1,2009,1,-4.77096774193548,"Maarud 2","Hedmark","M2B"
"387",2,2009,1,-2.29032258064516,"Nome_Cappelen2","Telemark","2CAB"
"388",3,2009,1,-4.40967741935484,"Eidskog","Hedmark","STSKNB"
"389",4,2009,1,-4.29354838709677,"Notodden6","Telemark","6NOB"
"390",5,2009,1,-1.24516129032258,"namdalseid_1kub","Trøndelag","1KB"
"391",6,2009,1,-3.36774193548387,"Fet 3","Hedmark","FKB"
"392",7,2009,1,-3.79032258064516,"Didrik Holmsen","Hedmark","DHB"
"393",8,2009,1,-4.75161290322581,"Halvard Pramhus","Hedmark","HPB"
"394",9,2009,1,-2.88709677419355,"Selbu_kl","Trøndelag","KLB"
"395",10,2009,1,-5.30322580645161,"Kongsvinger 1","Hedmark","IAAB"
"396",11,2009,1,-1.74516129032258,"Nsb_Verdal","Trøndelag","1NSB"
"397",12,2009,1,-4.30967741935484,"Sl_Tydal","Trøndelag","SEB"
"398",13,2009,1,-4.05161290322581,"Nes 1","Hedmark","DDB"
"399",14,2009,1,-5.7,"Kviteseid2","Telemark","2KVB"
"400",15,2009,1,-1.76774193548387,"Bratsberg","Trøndelag","BRB"
"401",16,2009,1,-4.83225806451613,"Kviteseid1","Telemark","1KVB"
"402",17,2009,1,-3.26774193548387,"Selbu_Sl","Trøndelag","SLB"
"403",18,2009,1,-4.25806451612903,"Maarud 1","Hedmark","M1B"
"404",19,2009,1,-4.5741935483871,"Nes 2","Hedmark","OLB"
"405",20,2009,1,-5.4,"Kongsvinger 2","Hedmark","JCDB"
"406",21,2009,1,-5.31935483870968,"Notodden5","Telemark","5NOB"
"407",22,2009,1,-4.33870967741935,"Fritsøe1","Telemark","1FRB"
"408",23,2009,1,-5.05483870967742,"Notodden4","Telemark","4NOB"
"409",24,2009,1,-2.26774193548387,"verdal_2VB","Trøndelag","2VBB"
"410",25,2009,1,-4.5258064516129,"Truls Holm","Hedmark","THB"
"411",26,2009,1,-2.39354838709677,"Drangedal1","Telemark","1DRB"
"412",27,2009,1,-4.19354838709677,"Furesdal","Telemark","1FYB"
"413",28,2009,1,-1.8,"Sub_Namdalseid","Trøndelag","1SB"
"414",29,2009,1,-2.05483870967742,"Malvik","Trøndelag","MAB"
"415",30,2009,1,-2.77741935483871,"Drangedal4","Telemark","4DRB"
"416",31,2009,1,-1.84838709677419,"Nome_Cappelen1","Telemark","1CAB"
"417",32,2009,1,-1.60645161290323,"ingen","Trøndelag","1RB"
"418",33,2009,1,-3.54838709677419,"Singsås","Trøndelag","LAB"
"419",34,2009,1,-3.78709677419355,"Stangeskovene Aurskog","Hedmark","SSAB"
"420",35,2009,1,-3.80322580645161,"Hi_tydal","Trøndelag","HIB"
"421",36,2009,1,-5.02258064516129,"Notodden3","Telemark","3NOB"
"422",37,2009,1,-2.85161290322581,"Drangedal3","Telemark","3DRB"
"423",38,2009,1,-2.58064516129032,"steinkjer_1BBb","Trøndelag","1BBB"
"424",39,2009,1,-2.50967741935484,"Selbu_Flub","Trøndelag","FLB"
"425",40,2009,1,-4.3,"Stangeskovene Eidskog","Hedmark","SSBB"
"426",41,2009,1,-5.11612903225806,"Maarud 3","Hedmark","M3B"
"427",42,2009,1,-3.31935483870968,"Fritsøe2","Telemark","2FRB"
"428",43,2009,1,-4.58387096774194,"Notodden1","Telemark","1NOB"
"429",44,2009,1,-5.97096774193548,"Kviteseid3","Telemark","3KVB"
"430",45,2009,1,-2.46451612903226,"verdal_1vb","Trøndelag","1VBB"
"431",46,2009,1,-3.68064516129032,"Sørum 1","Hedmark","SKB"
"432",47,2009,1,-2.54193548387097,"steinkjer_2BBb","Trøndelag","2BBB"
"433",0,2010,1,-11.5677419354839,"Stig Dæhlen","Hedmark","SDB"
"434",1,2010,1,-12.4322580645161,"Maarud 2","Hedmark","M2B"
"435",2,2010,1,-8.24193548387097,"Nome_Cappelen2","Telemark","2CAB"
"436",3,2010,1,-12.1548387096774,"Eidskog","Hedmark","STSKNB"
"437",4,2010,1,-10.4838709677419,"Notodden6","Telemark","6NOB"
"438",5,2010,1,-7.42903225806452,"namdalseid_1kub","Trøndelag","1KB"
"439",6,2010,1,-10.8193548387097,"Fet 3","Hedmark","FKB"
"440",7,2010,1,-11.3483870967742,"Didrik Holmsen","Hedmark","DHB"
"441",8,2010,1,-12.8645161290323,"Halvard Pramhus","Hedmark","HPB"
"442",9,2010,1,-11.0129032258065,"Selbu_kl","Trøndelag","KLB"
"443",10,2010,1,-13.0129032258065,"Kongsvinger 1","Hedmark","IAAB"
"444",11,2010,1,-9.21612903225807,"Nsb_Verdal","Trøndelag","1NSB"
"445",12,2010,1,-13.2387096774194,"Sl_Tydal","Trøndelag","SEB"
"446",13,2010,1,-11.5870967741935,"Nes 1","Hedmark","DDB"
"447",14,2010,1,-12.3516129032258,"Kviteseid2","Telemark","2KVB"
"448",15,2010,1,-8.51612903225806,"Bratsberg","Trøndelag","BRB"
"449",16,2010,1,-11.1322580645161,"Kviteseid1","Telemark","1KVB"
"450",17,2010,1,-11.4161290322581,"Selbu_Sl","Trøndelag","SLB"
"451",18,2010,1,-11.8838709677419,"Maarud 1","Hedmark","M1B"
"452",19,2010,1,-12.1354838709677,"Nes 2","Hedmark","OLB"
"453",20,2010,1,-13.1677419354839,"Kongsvinger 2","Hedmark","JCDB"
"454",21,2010,1,-11.7225806451613,"Notodden5","Telemark","5NOB"
"455",22,2010,1,-10.9741935483871,"Fritsøe1","Telemark","1FRB"
"456",23,2010,1,-11.4,"Notodden4","Telemark","4NOB"
"457",24,2010,1,-10.1129032258065,"verdal_2VB","Trøndelag","2VBB"
"458",25,2010,1,-12.4387096774194,"Truls Holm","Hedmark","THB"
"459",26,2010,1,-8.72258064516129,"Drangedal1","Telemark","1DRB"
"460",27,2010,1,-10.3645161290323,"Furesdal","Telemark","1FYB"
"461",28,2010,1,-8.46774193548387,"Sub_Namdalseid","Trøndelag","1SB"
"462",29,2010,1,-9.24838709677419,"Malvik","Trøndelag","MAB"
"463",30,2010,1,-9.19032258064516,"Drangedal4","Telemark","4DRB"
"464",31,2010,1,-7.87096774193548,"Nome_Cappelen1","Telemark","1CAB"
"465",32,2010,1,-8.01612903225806,"ingen","Trøndelag","1RB"
"466",33,2010,1,-12.3612903225806,"Singsås","Trøndelag","LAB"
"467",34,2010,1,-11.2387096774194,"Stangeskovene Aurskog","Hedmark","SSAB"
"468",35,2010,1,-12.5709677419355,"Hi_tydal","Trøndelag","HIB"
"469",36,2010,1,-11.3451612903226,"Notodden3","Telemark","3NOB"
"470",37,2010,1,-9.24838709677419,"Drangedal3","Telemark","3DRB"
"471",38,2010,1,-9.98709677419355,"steinkjer_1BBb","Trøndelag","1BBB"
"472",39,2010,1,-10.458064516129,"Selbu_Flub","Trøndelag","FLB"
"473",40,2010,1,-12.3354838709677,"Stangeskovene Eidskog","Hedmark","SSBB"
"474",41,2010,1,-12.8161290322581,"Maarud 3","Hedmark","M3B"
"475",42,2010,1,-9.88387096774193,"Fritsøe2","Telemark","2FRB"
"476",43,2010,1,-10.8741935483871,"Notodden1","Telemark","1NOB"
"477",44,2010,1,-12.6064516129032,"Kviteseid3","Telemark","3KVB"
"478",45,2010,1,-10.4483870967742,"verdal_1vb","Trøndelag","1VBB"
"479",46,2010,1,-11.0483870967742,"Sørum 1","Hedmark","SKB"
"480",47,2010,1,-9.91935483870968,"steinkjer_2BBb","Trøndelag","2BBB"
"481",0,2011,1,-6.38709677419355,"Stig Dæhlen","Hedmark","SDB"
"482",1,2011,1,-6.89032258064516,"Maarud 2","Hedmark","M2B"
"483",2,2011,1,-4.79354838709677,"Nome_Cappelen2","Telemark","2CAB"
"484",3,2011,1,-6.77096774193548,"Eidskog","Hedmark","STSKNB"
"485",4,2011,1,-6.11290322580645,"Notodden6","Telemark","6NOB"
"486",5,2011,1,-1.39354838709677,"namdalseid_1kub","Trøndelag","1KB"
"487",6,2011,1,-5.82903225806452,"Fet 3","Hedmark","FKB"
"488",7,2011,1,-6.09677419354839,"Didrik Holmsen","Hedmark","DHB"
"489",8,2011,1,-7.35806451612903,"Halvard Pramhus","Hedmark","HPB"
"490",9,2011,1,-3.13870967741935,"Selbu_kl","Trøndelag","KLB"
"491",10,2011,1,-7.16774193548387,"Kongsvinger 1","Hedmark","IAAB"
"492",11,2011,1,-1.57096774193548,"Nsb_Verdal","Trøndelag","1NSB"
"493",12,2011,1,-4.54838709677419,"Sl_Tydal","Trøndelag","SEB"
"494",13,2011,1,-6.54193548387097,"Nes 1","Hedmark","DDB"
"495",14,2011,1,-6.68709677419355,"Kviteseid2","Telemark","2KVB"
"496",15,2011,1,-1.64838709677419,"Bratsberg","Trøndelag","BRB"
"497",16,2011,1,-6.11612903225806,"Kviteseid1","Telemark","1KVB"
"498",17,2011,1,-3.55161290322581,"Selbu_Sl","Trøndelag","SLB"
"499",18,2011,1,-6.85806451612903,"Maarud 1","Hedmark","M1B"
"500",19,2011,1,-6.69032258064516,"Nes 2","Hedmark","OLB"
"501",20,2011,1,-7.08709677419355,"Kongsvinger 2","Hedmark","JCDB"
"502",21,2011,1,-6.07741935483871,"Notodden5","Telemark","5NOB"
"503",22,2011,1,-5.82903225806452,"Fritsøe1","Telemark","1FRB"
"504",23,2011,1,-6.09032258064516,"Notodden4","Telemark","4NOB"
"505",24,2011,1,-2.24516129032258,"verdal_2VB","Trøndelag","2VBB"
"506",25,2011,1,-6.70322580645161,"Truls Holm","Hedmark","THB"
"507",26,2011,1,-5.23548387096774,"Drangedal1","Telemark","1DRB"
"508",27,2011,1,-5.69354838709677,"Furesdal","Telemark","1FYB"
"509",28,2011,1,-2.26451612903226,"Sub_Namdalseid","Trøndelag","1SB"
"510",29,2011,1,-2.04838709677419,"Malvik","Trøndelag","MAB"
"511",30,2011,1,-5.59677419354839,"Drangedal4","Telemark","4DRB"
"512",31,2011,1,-4.44516129032258,"Nome_Cappelen1","Telemark","1CAB"
"513",32,2011,1,-1.74838709677419,"ingen","Trøndelag","1RB"
"514",33,2011,1,-4.39032258064516,"Singsås","Trøndelag","LAB"
"515",34,2011,1,-5.99032258064516,"Stangeskovene Aurskog","Hedmark","SSAB"
"516",35,2011,1,-4.16129032258065,"Hi_tydal","Trøndelag","HIB"
"517",36,2011,1,-6.10645161290323,"Notodden3","Telemark","3NOB"
"518",37,2011,1,-5.63870967741935,"Drangedal3","Telemark","3DRB"
"519",38,2011,1,-2.80967741935484,"steinkjer_1BBb","Trøndelag","1BBB"
"520",39,2011,1,-2.59032258064516,"Selbu_Flub","Trøndelag","FLB"
"521",40,2011,1,-6.88387096774194,"Stangeskovene Eidskog","Hedmark","SSBB"
"522",41,2011,1,-6.94516129032258,"Maarud 3","Hedmark","M3B"
"523",42,2011,1,-5.6,"Fritsøe2","Telemark","2FRB"
"524",43,2011,1,-6.11612903225806,"Notodden1","Telemark","1NOB"
"525",44,2011,1,-6.64838709677419,"Kviteseid3","Telemark","3KVB"
"526",45,2011,1,-2.43548387096774,"verdal_1vb","Trøndelag","1VBB"
"527",46,2011,1,-5.99354838709677,"Sørum 1","Hedmark","SKB"
"528",47,2011,1,-2.79032258064516,"steinkjer_2BBb","Trøndelag","2BBB"
"529",0,2012,1,-4.44193548387097,"Stig Dæhlen","Hedmark","SDB"
"530",1,2012,1,-5.26451612903226,"Maarud 2","Hedmark","M2B"
"531",2,2012,1,-2.66129032258065,"Nome_Cappelen2","Telemark","2CAB"
"532",3,2012,1,-4.93225806451613,"Eidskog","Hedmark","STSKNB"
"533",4,2012,1,-5.11290322580645,"Notodden6","Telemark","6NOB"
"534",5,2012,1,-2.78064516129032,"namdalseid_1kub","Trøndelag","1KB"
"535",6,2012,1,-3.77096774193548,"Fet 3","Hedmark","FKB"
"536",7,2012,1,-4.23548387096774,"Didrik Holmsen","Hedmark","DHB"
"537",8,2012,1,-5.27741935483871,"Halvard Pramhus","Hedmark","HPB"
"538",9,2012,1,-4.63225806451613,"Selbu_kl","Trøndelag","KLB"
"539",10,2012,1,-5.72258064516129,"Kongsvinger 1","Hedmark","IAAB"
"540",11,2012,1,-2.87096774193548,"Nsb_Verdal","Trøndelag","1NSB"
"541",12,2012,1,-6.18064516129032,"Sl_Tydal","Trøndelag","SEB"
"542",13,2012,1,-4.60645161290323,"Nes 1","Hedmark","DDB"
"543",14,2012,1,-6.34516129032258,"Kviteseid2","Telemark","2KVB"
"544",15,2012,1,-3.36129032258065,"Bratsberg","Trøndelag","BRB"
"545",16,2012,1,-5.69354838709677,"Kviteseid1","Telemark","1KVB"
"546",17,2012,1,-5.14516129032258,"Selbu_Sl","Trøndelag","SLB"
"547",18,2012,1,-4.81935483870968,"Maarud 1","Hedmark","M1B"
"548",19,2012,1,-5.08387096774194,"Nes 2","Hedmark","OLB"
"549",20,2012,1,-5.83225806451613,"Kongsvinger 2","Hedmark","JCDB"
"550",21,2012,1,-6.02258064516129,"Notodden5","Telemark","5NOB"
"551",22,2012,1,-4.95483870967742,"Fritsøe1","Telemark","1FRB"
"552",23,2012,1,-5.7741935483871,"Notodden4","Telemark","4NOB"
"553",24,2012,1,-3.51935483870968,"verdal_2VB","Trøndelag","2VBB"
"554",25,2012,1,-5.05483870967742,"Truls Holm","Hedmark","THB"
"555",26,2012,1,-2.94193548387097,"Drangedal1","Telemark","1DRB"
"556",27,2012,1,-5.12258064516129,"Furesdal","Telemark","1FYB"
"557",28,2012,1,-3.68064516129032,"Sub_Namdalseid","Trøndelag","1SB"
"558",29,2012,1,-3.69032258064516,"Malvik","Trøndelag","MAB"
"559",30,2012,1,-4.05483870967742,"Drangedal4","Telemark","4DRB"
"560",31,2012,1,-2.10967741935484,"Nome_Cappelen1","Telemark","1CAB"
"561",32,2012,1,-3.07741935483871,"ingen","Trøndelag","1RB"
"562",33,2012,1,-5.7,"Singsås","Trøndelag","LAB"
"563",34,2012,1,-4.23225806451613,"Stangeskovene Aurskog","Hedmark","SSAB"
"564",35,2012,1,-5.6,"Hi_tydal","Trøndelag","HIB"
"565",36,2012,1,-5.75161290322581,"Notodden3","Telemark","3NOB"
"566",37,2012,1,-4.09354838709677,"Drangedal3","Telemark","3DRB"
"567",38,2012,1,-3.9258064516129,"steinkjer_1BBb","Trøndelag","1BBB"
"568",39,2012,1,-4.02258064516129,"Selbu_Flub","Trøndelag","FLB"
"569",40,2012,1,-4.84516129032258,"Stangeskovene Eidskog","Hedmark","SSBB"
"570",41,2012,1,-5.59677419354839,"Maarud 3","Hedmark","M3B"
"571",42,2012,1,-3.80645161290323,"Fritsøe2","Telemark","2FRB"
"572",43,2012,1,-5.3,"Notodden1","Telemark","1NOB"
"573",44,2012,1,-6.55483870967742,"Kviteseid3","Telemark","3KVB"
"574",45,2012,1,-3.70322580645161,"verdal_1vb","Trøndelag","1VBB"
"575",46,2012,1,-4.15161290322581,"Sørum 1","Hedmark","SKB"
"576",47,2012,1,-3.9258064516129,"steinkjer_2BBb","Trøndelag","2BBB"
"577",0,2013,1,-6.43870967741935,"Stig Dæhlen","Hedmark","SDB"
"578",1,2013,1,-7.46451612903226,"Maarud 2","Hedmark","M2B"
"579",2,2013,1,-6.11290322580645,"Nome_Cappelen2","Telemark","2CAB"
"580",3,2013,1,-7.03870967741936,"Eidskog","Hedmark","STSKNB"
"581",4,2013,1,-7.90322580645161,"Notodden6","Telemark","6NOB"
"582",5,2013,1,-3.83225806451613,"namdalseid_1kub","Trøndelag","1KB"
"583",6,2013,1,-5.82903225806452,"Fet 3","Hedmark","FKB"
"584",7,2013,1,-6.32258064516129,"Didrik Holmsen","Hedmark","DHB"
"585",8,2013,1,-7.40322580645161,"Halvard Pramhus","Hedmark","HPB"
"586",9,2013,1,-6.94516129032258,"Selbu_kl","Trøndelag","KLB"
"587",10,2013,1,-8.07096774193548,"Kongsvinger 1","Hedmark","IAAB"
"588",11,2013,1,-4.46774193548387,"Nsb_Verdal","Trøndelag","1NSB"
"589",12,2013,1,-8.63870967741935,"Sl_Tydal","Trøndelag","SEB"
"590",13,2013,1,-6.60322580645161,"Nes 1","Hedmark","DDB"
"591",14,2013,1,-7.93225806451613,"Kviteseid2","Telemark","2KVB"
"592",15,2013,1,-5.16451612903226,"Bratsberg","Trøndelag","BRB"
"593",16,2013,1,-7.90322580645161,"Kviteseid1","Telemark","1KVB"
"594",17,2013,1,-7.36129032258065,"Selbu_Sl","Trøndelag","SLB"
"595",18,2013,1,-6.84193548387097,"Maarud 1","Hedmark","M1B"
"596",19,2013,1,-7.2258064516129,"Nes 2","Hedmark","OLB"
"597",20,2013,1,-8.22258064516129,"Kongsvinger 2","Hedmark","JCDB"
"598",21,2013,1,-8.38064516129032,"Notodden5","Telemark","5NOB"
"599",22,2013,1,-6.93870967741935,"Fritsøe1","Telemark","1FRB"
"600",23,2013,1,-8.42903225806452,"Notodden4","Telemark","4NOB"
"601",24,2013,1,-5.37096774193548,"verdal_2VB","Trøndelag","2VBB"
"602",25,2013,1,-7.17741935483871,"Truls Holm","Hedmark","THB"
"603",26,2013,1,-6.03548387096774,"Drangedal1","Telemark","1DRB"
"604",27,2013,1,-7.6,"Furesdal","Telemark","1FYB"
"605",28,2013,1,-4.7741935483871,"Sub_Namdalseid","Trøndelag","1SB"
"606",29,2013,1,-5.62903225806452,"Malvik","Trøndelag","MAB"
"607",30,2013,1,-6.27741935483871,"Drangedal4","Telemark","4DRB"
"608",31,2013,1,-5.53548387096774,"Nome_Cappelen1","Telemark","1CAB"
"609",32,2013,1,-4.29354838709677,"ingen","Trøndelag","1RB"
"610",33,2013,1,-8.11612903225806,"Singsås","Trøndelag","LAB"
"611",34,2013,1,-6.34193548387097,"Stangeskovene Aurskog","Hedmark","SSAB"
"612",35,2013,1,-8.06774193548387,"Hi_tydal","Trøndelag","HIB"
"613",36,2013,1,-8.30645161290323,"Notodden3","Telemark","3NOB"
"614",37,2013,1,-6.3741935483871,"Drangedal3","Telemark","3DRB"
"615",38,2013,1,-5.64516129032258,"steinkjer_1BBb","Trøndelag","1BBB"
"616",39,2013,1,-6.34516129032258,"Selbu_Flub","Trøndelag","FLB"
"617",40,2013,1,-6.89032258064516,"Stangeskovene Eidskog","Hedmark","SSBB"
"618",41,2013,1,-7.83548387096774,"Maarud 3","Hedmark","M3B"
"619",42,2013,1,-6.32258064516129,"Fritsøe2","Telemark","2FRB"
"620",43,2013,1,-7.9258064516129,"Notodden1","Telemark","1NOB"
"621",44,2013,1,-8.40322580645161,"Kviteseid3","Telemark","3KVB"
"622",45,2013,1,-5.65161290322581,"verdal_1vb","Trøndelag","1VBB"
"623",46,2013,1,-6.2,"Sørum 1","Hedmark","SKB"
"624",47,2013,1,-5.62258064516129,"steinkjer_2BBb","Trøndelag","2BBB"
"625",0,2014,1,-3.49032258064516,"Stig Dæhlen","Hedmark","SDB"
"626",1,2014,1,-4.27096774193548,"Maarud 2","Hedmark","M2B"
"627",2,2014,1,-2.52258064516129,"Nome_Cappelen2","Telemark","2CAB"
"628",3,2014,1,-3.89032258064516,"Eidskog","Hedmark","STSKNB"
"629",4,2014,1,-4.57741935483871,"Notodden6","Telemark","6NOB"
"630",5,2014,1,-3.46451612903226,"namdalseid_1kub","Trøndelag","1KB"
"631",6,2014,1,-3.19677419354839,"Fet 3","Hedmark","FKB"
"632",7,2014,1,-3.65483870967742,"Didrik Holmsen","Hedmark","DHB"
"633",8,2014,1,-3.79032258064516,"Halvard Pramhus","Hedmark","HPB"
"634",9,2014,1,-4.57096774193548,"Selbu_kl","Trøndelag","KLB"
"635",10,2014,1,-4.76774193548387,"Kongsvinger 1","Hedmark","IAAB"
"636",11,2014,1,-3.53870967741935,"Nsb_Verdal","Trøndelag","1NSB"
"637",12,2014,1,-6.03870967741936,"Sl_Tydal","Trøndelag","SEB"
"638",13,2014,1,-3.48064516129032,"Nes 1","Hedmark","DDB"
"639",14,2014,1,-5.97741935483871,"Kviteseid2","Telemark","2KVB"
"640",15,2014,1,-3.37741935483871,"Bratsberg","Trøndelag","BRB"
"641",16,2014,1,-5.01290322580645,"Kviteseid1","Telemark","1KVB"
"642",17,2014,1,-5.08709677419355,"Selbu_Sl","Trøndelag","SLB"
"643",18,2014,1,-3.48709677419355,"Maarud 1","Hedmark","M1B"
"644",19,2014,1,-4.16451612903226,"Nes 2","Hedmark","OLB"
"645",20,2014,1,-5.06129032258065,"Kongsvinger 2","Hedmark","JCDB"
"646",21,2014,1,-6.03548387096774,"Notodden5","Telemark","5NOB"
"647",22,2014,1,-5.15483870967742,"Fritsøe1","Telemark","1FRB"
"648",23,2014,1,-5.60322580645161,"Notodden4","Telemark","4NOB"
"649",24,2014,1,-4.56129032258065,"verdal_2VB","Trøndelag","2VBB"
"650",25,2014,1,-4.29032258064516,"Truls Holm","Hedmark","THB"
"651",26,2014,1,-2.99032258064516,"Drangedal1","Telemark","1DRB"
"652",27,2014,1,-4.22903225806452,"Furesdal","Telemark","1FYB"
"653",28,2014,1,-4.72258064516129,"Sub_Namdalseid","Trøndelag","1SB"
"654",29,2014,1,-3.86774193548387,"Malvik","Trøndelag","MAB"
"655",30,2014,1,-3.51935483870968,"Drangedal4","Telemark","4DRB"
"656",31,2014,1,-2.25806451612903,"Nome_Cappelen1","Telemark","1CAB"
"657",32,2014,1,-3.80322580645161,"ingen","Trøndelag","1RB"
"658",33,2014,1,-5.04193548387097,"Singsås","Trøndelag","LAB"
"659",34,2014,1,-3.77096774193548,"Stangeskovene Aurskog","Hedmark","SSAB"
"660",35,2014,1,-5.41290322580645,"Hi_tydal","Trøndelag","HIB"
"661",36,2014,1,-5.56129032258065,"Notodden3","Telemark","3NOB"
"662",37,2014,1,-3.57096774193548,"Drangedal3","Telemark","3DRB"
"663",38,2014,1,-5.1,"steinkjer_1BBb","Trøndelag","1BBB"
"664",39,2014,1,-3.99032258064516,"Selbu_Flub","Trøndelag","FLB"
"665",40,2014,1,-3.65483870967742,"Stangeskovene Eidskog","Hedmark","SSBB"
"666",41,2014,1,-4.79032258064516,"Maarud 3","Hedmark","M3B"
"667",42,2014,1,-3.94193548387097,"Fritsøe2","Telemark","2FRB"
"668",43,2014,1,-5.1,"Notodden1","Telemark","1NOB"
"669",44,2014,1,-6.11935483870968,"Kviteseid3","Telemark","3KVB"
"670",45,2014,1,-4.77096774193548,"verdal_1vb","Trøndelag","1VBB"
"671",46,2014,1,-3.46451612903226,"Sørum 1","Hedmark","SKB"
"672",47,2014,1,-5.11935483870968,"steinkjer_2BBb","Trøndelag","2BBB"
"673",0,2015,1,-1.52903225806452,"Stig Dæhlen","Hedmark","SDB"
"674",1,2015,1,-2.29354838709677,"Maarud 2","Hedmark","M2B"
"675",2,2015,1,-0.306451612903226,"Nome_Cappelen2","Telemark","2CAB"
"676",3,2015,1,-1.94193548387097,"Eidskog","Hedmark","STSKNB"
"677",4,2015,1,-1.81290322580645,"Notodden6","Telemark","6NOB"
"678",5,2015,1,-0.703225806451613,"namdalseid_1kub","Trøndelag","1KB"
"679",6,2015,1,-1.01935483870968,"Fet 3","Hedmark","FKB"
"680",7,2015,1,-1.40322580645161,"Didrik Holmsen","Hedmark","DHB"
"681",8,2015,1,-2.06451612903226,"Halvard Pramhus","Hedmark","HPB"
"682",9,2015,1,-2.38387096774194,"Selbu_kl","Trøndelag","KLB"
"683",10,2015,1,-2.79677419354839,"Kongsvinger 1","Hedmark","IAAB"
"684",11,2015,1,-0.829032258064516,"Nsb_Verdal","Trøndelag","1NSB"
"685",12,2015,1,-4.00645161290323,"Sl_Tydal","Trøndelag","SEB"
"686",13,2015,1,-1.69032258064516,"Nes 1","Hedmark","DDB"
"687",14,2015,1,-2.49032258064516,"Kviteseid2","Telemark","2KVB"
"688",15,2015,1,-0.82258064516129,"Bratsberg","Trøndelag","BRB"
"689",16,2015,1,-2.48709677419355,"Kviteseid1","Telemark","1KVB"
"690",17,2015,1,-2.85161290322581,"Selbu_Sl","Trøndelag","SLB"
"691",18,2015,1,-1.86129032258065,"Maarud 1","Hedmark","M1B"
"692",19,2015,1,-2.13225806451613,"Nes 2","Hedmark","OLB"
"693",20,2015,1,-2.96774193548387,"Kongsvinger 2","Hedmark","JCDB"
"694",21,2015,1,-2.73870967741935,"Notodden5","Telemark","5NOB"
"695",22,2015,1,-1.35483870967742,"Fritsøe1","Telemark","1FRB"
"696",23,2015,1,-2.51290322580645,"Notodden4","Telemark","4NOB"
"697",24,2015,1,-1.6,"verdal_2VB","Trøndelag","2VBB"
"698",25,2015,1,-2.06774193548387,"Truls Holm","Hedmark","THB"
"699",26,2015,1,-0.248387096774194,"Drangedal1","Telemark","1DRB"
"700",27,2015,1,-2.06451612903226,"Furesdal","Telemark","1FYB"
